TextId,CISI,Region,Site,Type,Symbol,Material,Complete,Direction,RawText,ReadingTokens,StructuralParse,StructuralTemplate,SemanticFrame,SemanticOptions,SlotFillers,NameLikeBlocks,CrossFrameReuse,MinimalPairEvidence,ReconstructionConfidence,PhoneticReadiness,NextTest
884.1,H-2027,Inter-Riverine,Harappa,TAB:B,Mult,Clay,Y,R/L,+090-740-176-741-347+,347-741-176-740-090,PRODUCTIVE_SLOT(<START>_741)[347] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|741:347@1-1; 741|<END>:176-740-090@3-5,,,176-740-090; 347,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 176-740-090, 347"
886.1,H-2030,Inter-Riverine,Harappa,TAB:B,Mult,Clay,Y,R/L,+090-740-176-741-347+,347-741-176-740-090,PRODUCTIVE_SLOT(<START>_741)[347] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|741:347@1-1; 741|<END>:176-740-090@3-5,,,176-740-090; 347,0.52,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 176-740-090, 347"
1660.1,H-768,Inter-Riverine,Harappa,TAB:B,,Faience,N,R/L,+400-740-033-705-233-235-000+,235-233-705-033-740-400,PRODUCTIVE_SLOT(<START>_233)[235] | PRODUCTIVE_SLOT(235_<END>)[233-705-033-740-400],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|233:235@1-1; 235|<END>:233-705-033-740-400@2-6,,235,235,0.51,Medium,"compare all artifacts in frames 235|<END>, <START>|233; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
2666.1,M-139,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Y,R/L,+033-832-236-741-361+,361-741-236-832-033,PRODUCTIVE_SLOT(<START>_741)[361] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[236-832-033],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|741:361@1-1; 741|<END>:236-832-033@3-5,,,361,0.51,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 361"
2668.1,M-141,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,N,R/L,+817-255-636/000-000-000-240-002-031-000+,031-002-240-636-255-817,PRODUCTIVE_SLOT(<START>_240)[031-002] | PRODUCTIVE_SLOT(002_<END>)[240-636-255-817],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,InitialClassifierFormula,classifier/title-led label,<START>|240:031-002@1-2; 002|<END>:240-636-255-817@3-6,,,031-002,0.51,Medium,"compare all artifacts in frames 002|<END>, <START>|240; inspect minimal alternation(s) involving 031-002"
2882.1,M-386,Lower Indus,Mohenjo-daro,SEAL:R,,Steatite,Y,R/L,+405-004-001-139+,139-001-004-405,PRODUCTIVE_SLOT(<START>_001)[139] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[004-405],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|001:139@1-1; 001|<END>:004-405@3-4,,,004-405,0.51,Medium,"compare all artifacts in frames 001|<END>, <START>|001; inspect minimal alternation(s) involving 004-405"
3503.1,M-1136,Lower Indus,Mohenjo-daro,SEAL:S,Rhin,-,?,R/L,]740-717-240-002-820+,820-002-240-717-740,PRODUCTIVE_SLOT(<START>_240)[820-002] | PRIME_ENTITY_SLOT(002_740)[240-717] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|240:820-002@1-2; 002|740:240-717@3-4,,,820-002,0.51,Medium,"compare all artifacts in frames 002|740, <START>|240; inspect minimal alternation(s) involving 820-002"
3565.1,M-1233,Lower Indus,Mohenjo-daro,SEAL:S,,Steatite,Y,R/L,+402-741-575+,575-741-402,PRODUCTIVE_SLOT(<START>_741)[575] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[402],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|741:575@1-1; 741|<END>:402@3-3,,,575,0.51,Medium,"compare all artifacts in frames 741|<END>, <START>|741; inspect minimal alternation(s) involving 575"
3569.1,M-1262,Lower Indus,Mohenjo-daro,SEAL:R,,Steatite,Y,R/L,+407-004-001-745-561-586+,586-561-745-001-004-407,PRODUCTIVE_SLOT(<START>_001)[586-561-745] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[004-407],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|001:586-561-745@1-3; 001|<END>:004-407@5-6,,,004-407,0.51,Medium,"compare all artifacts in frames 001|<END>, <START>|001; inspect minimal alternation(s) involving 004-407"
100.1,C-12,Lower Indus,Chanhu-daro,SEAL:S,Bull1:L,Steatite,Y,R/L,+161-390-590-031-740-060-920+,920-060-740-031-590-390-161,920:LEADING_FORMULA_MARKER | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[740-031-590-390-161],LEADING_FORMULA_MARKER SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,060|<END>:740-031-590-390-161@3-7,,,,0.5,Medium,compare all artifacts in frames 060|<END>
1020.1,H-1657,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-405-590-032-900-003-806-235-220-032-002-690-921+,921-690-002-032-220-235-806-003-900-032-590-405-740,921:SIGN | 690:SIGN | 002:SLOT_FINAL_MODIFIER | 032:SLOT_INITIAL_MODIFIER | 220:SLOT_FINAL_MODIFIER | 235:LEADING_FORMULA_MARKER | 806:LEADING_FORMULA_MARKER | 003:LEADING_FORMULA_MARKER | 900:SIGN | 032:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(032_740)[590-405] | 740:TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SLOT_FINAL_MODIFIER SLOT_INITIAL_MODIFIER SLOT_FINAL_MODIFIER LEADING_FORMULA_MARKER LEADING_FORMULA_MARKER LEADING_FORMULA_MARKER SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,032|740:590-405@11-12,,,,0.5,Medium,compare all artifacts in frames 032|740
103.1,C-15,Lower Indus,Chanhu-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-400-920-031+,031-920-400-740,031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[920-400-740],LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,031|<END>:920-400-740@2-4,,,,0.5,Medium,compare all artifacts in frames 031|<END>
1073.1,H-12,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-690-435-255-803-220-240-235-002-817+,817-002-235-240-220-803-255-435-690-740,PRODUCTIVE_SLOT(<START>_240)[817-002-235] | 240:SLOT_INITIAL_MODIFIER | 220:SLOT_FINAL_MODIFIER | 803:SLOT_INITIAL_MODIFIER | 255:SIGN | 435:SIGN | 690:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER SLOT_FINAL_MODIFIER SLOT_INITIAL_MODIFIER SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|240:817-002-235@1-3,,,,0.5,Medium,compare all artifacts in frames <START>|240
1082.1,H-22,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-920-320-233-806-002-405-321+,321-405-002-806-233-320-920-740,321:SIGN | 405:SIGN | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[806-233-320-920] | 740:TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:806-233-320-920@4-7,,,,0.5,Medium,compare all artifacts in frames 002|740
1101.1,H-42,Inter-Riverine,Harappa,SEAL:S,Bull1:J,Steatite,Y,R/L,+740-380-235-002-817+,817-002-235-380-740,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-380] | 740:TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:235-380@3-4,,,,0.5,Medium,compare all artifacts in frames 002|740
1105.1,H-46,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-920-320-235+,235-320-920-740,235:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(235_<END>)[320-920-740],LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,235|<END>:320-920-740@2-4,,,,0.5,Medium,compare all artifacts in frames 235|<END>
1113.1,H-54,Inter-Riverine,Harappa,SEAL:S,Bull1:S,Steatite,Y,R/L,+390-003-368-817+,817-368-003-390,PRODUCTIVE_SLOT(<START>_390)[817-368-003] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,InitialClassifierFormula,classifier/title-led label,<START>|390:817-368-003@1-3,,,,0.5,Medium,compare all artifacts in frames <START>|390
1119.1,H-60,Inter-Riverine,Harappa,SEAL:S,Bull1:II,-,Y,R/L,+621-740-900-003/002-820+,820-002-003-900-740-621,820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[003-900] | 740:TERMINAL_TITLE_OR_SUFFIX | 621:SIGN,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX SIGN,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:003-900@3-4,,,,0.5,Medium,compare all artifacts in frames 002|740
1144.1,H-88,Inter-Riverine,Harappa,SEAL:S,Rhin,Steatite,Y,R/L,+740-032-840-820+,820-840-032-740,820:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(820_<END>)[840-032-740],INITIAL_TITLE_OR_CLASSIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,820|<END>:840-032-740@2-4,,840-032-740,,0.5,Medium,compare all artifacts in frames 820|<END>; test reused filler(s) 840-032-740 across frames
1175.1,H-134,Inter-Riverine,Harappa,SEAL:R,,Steatite,Y,R/L,+740-405-590-220-003-002-861+,861-002-003-220-590-405-740,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[003-220-590-405] | 740:TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:003-220-590-405@3-6,,,,0.5,Medium,compare all artifacts in frames 002|740
1176.1,H-135,Inter-Riverine,Harappa,SEAL:R,,Steatite,Y,R/L,+740-773-231-806-002-861+,861-002-806-231-773-740,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[806-231-773] | 740:TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:806-231-773@3-5,,,,0.5,Medium,compare all artifacts in frames 002|740
1209.1,H-175,Inter-Riverine,Harappa,TAB:B,Anth,Clay,Y,R/L,+167-705-368-005-741-060-920+,920-060-741-005-368-705-167,PRODUCTIVE_SLOT(<START>_741)[920-060] | PRODUCTIVE_SLOT(060_<END>)[741-005-368-705-167],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|741:920-060@1-2; 060|<END>:741-005-368-705-167@3-7,,920-060,,0.5,Medium,"compare all artifacts in frames 060|<END>, <START>|741; test reused filler(s) 920-060 across frames"
1387.1,H-368,Inter-Riverine,Harappa,SEAL:CY,,Steatite,Y,R/L,+400-156-384-031+,031-384-156-400,031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[384-156-400],LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,031|<END>:384-156-400@2-4,,,,0.5,Medium,compare all artifacts in frames 031|<END>
1401.1,H-388,Inter-Riverine,Harappa,SEAL:S,Bull1:W,-,Y,R/L,+520-033-706-231-806-002-817+,817-002-806-231-706-033-520,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[806-231-706-033-520],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,002|<END>:806-231-706-033-520@3-7,,,,0.5,Medium,compare all artifacts in frames 002|<END>
1402.1,H-389,Inter-Riverine,Harappa,SEAL:S,Bull1:W,-,Y,R/L,+740-405-590-235-002-031-480-625+,625-480-031-002-235-590-405-740,625:SIGN | 480:SIGN | 031:LEADING_FORMULA_MARKER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-590-405] | 740:TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN LEADING_FORMULA_MARKER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:235-590-405@5-7,,,,0.5,Medium,compare all artifacts in frames 002|740
1404.1,H-391,Inter-Riverine,Harappa,SEAL:S,Bull1:I,-,Y,R/L,+740-031-504-235-060-920+,920-060-235-504-031-740,920:LEADING_FORMULA_MARKER | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[235-504-031-740],LEADING_FORMULA_MARKER SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,060|<END>:235-504-031-740@3-6,,,,0.5,Medium,compare all artifacts in frames 060|<END>
1412.1,H-407,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,+390-003-002-817+,817-002-003-390,PRODUCTIVE_SLOT(<START>_390)[817-002-003] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,InitialClassifierFormula,classifier/title-led label,<START>|390:817-002-003@1-3,,,,0.5,Medium,compare all artifacts in frames <START>|390
1439.1,H-449,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-390-590-240-741-390-728+,728-390-741-240-590-390-740,PRODUCTIVE_SLOT(<START>_390)[728-390-741-240-590] | 390:CLOSING_FORMULA_MARKER | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|390:728-390-741-240-590@1-5,,,,0.5,Medium,compare all artifacts in frames <START>|390
1446.1,H-456,Inter-Riverine,Harappa,SEAL:S,Bull1:I,Steatite,Y,R/L,+520-033-706-002-817-808+,808-817-002-706-033-520,808:SIGN | 817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[706-033-520],SIGN INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,002|<END>:706-033-520@4-6,,706-033-520,,0.5,Medium,compare all artifacts in frames 002|<END>; test reused filler(s) 706-033-520 across frames
145.1,Dlv-1,Gujarat/Kutch,Dholavira,SEAL:S,Bull1:J,-,Y,R/L,+151-382-031-002-861+,861-002-031-382-151,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[031-382-151],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,002|<END>:031-382-151@3-5,,,,0.5,Medium,compare all artifacts in frames 002|<END>
1466.1,H-478,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-770-235-002-817+,817-002-235-770-740,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[235-770] | 740:TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:235-770@3-4,,,,0.5,Medium,compare all artifacts in frames 002|740
1487.1,H-510,Inter-Riverine,Harappa,SEAL:S,Bull1:I,Steatite,Y,R/L,+740-390-590-060-795+,795-060-590-390-740,795:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[590-390-740],SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,060|<END>:590-390-740@3-5,,590-390-740,,0.5,Medium,compare all artifacts in frames 060|<END>; test reused filler(s) 590-390-740 across frames
1501.1,H-530,Inter-Riverine,Harappa,SEAL:S,Bull1,Steatite,Y,R/L,+520-400-350-031+,031-350-400-520,PRODUCTIVE_SLOT(<START>_520)[031-350-400] | 520:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|520:031-350-400@1-3,,,,0.5,Medium,compare all artifacts in frames <START>|520
1540.1,H-597,Inter-Riverine,Harappa,SEAL:S,Bull1:J,Steatite,Y,R/L,+740-390-590-070-032-002-861+,861-002-032-070-590-390-740,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[032-070-590-390] | 740:TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:032-070-590-390@3-6,,,,0.5,Medium,compare all artifacts in frames 002|740
1540.2,H-597,Inter-Riverine,Harappa,SEAL:S,Bull1:J,Steatite,Y,R/L,+740-390-590-070-032-002-861+,861-002-032-070-590-390-740,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[032-070-590-390] | 740:TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:032-070-590-390@3-6,,,,0.5,Medium,compare all artifacts in frames 002|740
1881.1,K-6,Inter-Riverine,Kalibangan,SEAL:S,Bull1:II,Steatite,Y,BUS,+622-740-717/368-861-820-551+,551-820-861-368-717-740-622,551:SIGN | 820:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(820_<END>)[861-368-717-740-622],SIGN INITIAL_TITLE_OR_CLASSIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,820|<END>:861-368-717-740-622@3-7,,,,0.5,Medium,compare all artifacts in frames 820|<END>
1971.1,-,Mesopotamia,Kish,SEAL:S,Bull1:L,-,Y,R/L,+740-390-590-220-003-060-840-416+,416-840-060-003-220-590-390-740,416:SIGN | 840:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[003-220-590-390-740],SIGN SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,060|<END>:003-220-590-390-740@4-8,,,,0.5,Medium,compare all artifacts in frames 060|<END>
2006.1,L-29,Gujarat/Kutch,Lothal,SEAL:S,Bull1:O,Steatite,Y,R/L,+390-003-480-368-861+,861-368-480-003-390,PRODUCTIVE_SLOT(<START>_390)[861-368-480-003] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,InitialClassifierFormula,classifier/title-led label,<START>|390:861-368-480-003@1-4,,,,0.5,Medium,compare all artifacts in frames <START>|390
2043.1,L-89,Gujarat/Kutch,Lothal,SEAL:R,,Steatite,Y,R/L,+527-555-235-002-861+,861-002-235-555-527,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[235-555-527],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,002|<END>:235-555-527@3-5,,,,0.5,Medium,compare all artifacts in frames 002|<END>
2182.1,M-1792,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:J,Silver,Y,R/L,+740-760-240/740-952-740+,740-952-740-240-760-740,PRODUCTIVE_SLOT(<START>_240)[740-952-740] | 240:SLOT_INITIAL_MODIFIER | 760:SLOT_FINAL_MODIFIER | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER SLOT_FINAL_MODIFIER TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|240:740-952-740@1-3,,,,0.5,Medium,compare all artifacts in frames <START>|240
2228.1,M-1697,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+390-003-002-861+,861-002-003-390,PRODUCTIVE_SLOT(<START>_390)[861-002-003] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,InitialClassifierFormula,classifier/title-led label,<START>|390:861-002-003@1-3,,,,0.5,Medium,compare all artifacts in frames <START>|390
2278.1,M-1974,Lower Indus,Mohenjo-daro,SEAL:R,,Steatite,Y,R/L,+064-031-400-521-002-820+,820-002-521-400-031-064,820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[521-400-031-064],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,002|<END>:521-400-031-064@3-6,,,,0.5,Medium,compare all artifacts in frames 002|<END>
2310.1,M-1810,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Y,R/L,+740-100-140-003-002-156-920+,920-156-002-003-140-100-740,920:LEADING_FORMULA_MARKER | 156:TERMINAL_TITLE_OR_SUFFIX | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[003-140-100] | 740:TERMINAL_TITLE_OR_SUFFIX,LEADING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:003-140-100@4-6,,,,0.5,Medium,compare all artifacts in frames 002|740
2338.1,M-1955,Lower Indus,Mohenjo-daro,SEAL:R,,Steatite,Y,R/L,+390-920-322-803-002-820+,820-002-803-322-920-390,PRODUCTIVE_SLOT(<START>_390)[820-002-803-322-920] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,InitialClassifierFormula,classifier/title-led label,<START>|390:820-002-803-322-920@1-5,,,,0.5,Medium,compare all artifacts in frames <START>|390
2346.1,M-1714,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:U,Steatite,Y,R/L,+617-243-031-740-861+,861-740-031-243-617,861:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(861_<END>)[740-031-243-617],INITIAL_TITLE_OR_CLASSIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,861|<END>:740-031-243-617@2-5,,,,0.5,Medium,compare all artifacts in frames 861|<END>
2354.1,M-1770,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:U,Steatite,Y,R/L,+740-176-390-090-390+,390-090-390-176-740,PRODUCTIVE_SLOT(<START>_390)[390-090] | 390:CLOSING_FORMULA_MARKER | 176:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|390:390-090@1-2,,,,0.5,Medium,compare all artifacts in frames <START>|390
