"SignA","SignB","TotalA","TotalB","SharedFeatures","Cosine","ReviewPriority"
"242","832","6","45","3","0.638442","Medium"
"006","832","7","45","2","0.638442","Medium"
"323","540","7","22","2","0.638337","Medium"
"368","700","120","578","11","0.638237","Medium"
"003","550","259","124","16","0.638224","Medium"
"031","250","258","9","5","0.638215","Medium"
"140","518","110","7","4","0.638196","Medium"
"413","495","57","30","2","0.63795","Medium"
"125","360","59","12","5","0.637947","Medium"
"354","515","15","18","3","0.637905","Medium"
"049","540","6","22","3","0.637865","Medium"
"260","503","8","82","3","0.637844","Medium"
"033","140","523","110","18","0.637809","Medium"
"034","370","184","10","2","0.637787","Medium"
"368","400","120","502","12","0.637556","Medium"
"136","234","13","9","3","0.637491","Medium"
"003","221","259","6","5","0.637484","Medium"
"007","388","6","59","3","0.637455","Medium"
"175","221","27","6","3","0.637455","Medium"
"031","849","258","8","2","0.637393","Medium"
"354","821","15","14","4","0.637377","Medium"
"006","354","7","15","2","0.637377","Medium"
"136","423","13","7","2","0.637377","Medium"
"159","520","6","321","2","0.637311","Medium"
"423","520","7","321","3","0.637278","Medium"
"003","408","259","9","3","0.637088","Medium"
"235","540","250","22","5","0.637004","Medium"
"703","820","12","244","4","0.636954","Medium"
"125","263","59","6","2","0.636821","Medium"
"091","408","28","9","2","0.636783","Medium"
"004","354","99","15","4","0.636775","Medium"
"048","519","18","17","2","0.636708","Medium"
"136","426","13","7","2","0.636656","Medium"
"190","806","11","135","4","0.636535","Medium"
"540","697","22","10","2","0.636446","Medium"
"540","747","22","7","2","0.636446","Medium"
"540","851","22","7","2","0.636446","Medium"
"426","700","7","578","4","0.636435","Medium"
"072","515","15","18","5","0.636396","Medium"
"221","880","6","11","2","0.636396","Medium"
"242","515","6","18","2","0.636396","Medium"
"515","697","18","10","2","0.636396","Medium"
"515","747","18","7","2","0.636396","Medium"
"702","880","10","11","2","0.636396","Medium"
"219","233","7","192","7","0.636395","Medium"
"014","140","8","110","5","0.636336","Medium"
"003","518","259","7","4","0.636332","Medium"
"368","565","120","15","8","0.636218","Medium"
"034","820","184","244","6","0.636187","Medium"
"354","556","15","11","2","0.636146","Medium"
"440","920","58","153","9","0.636137","Medium"
"061","519","93","17","4","0.636106","Medium"
"033","091","523","28","7","0.635986","Medium"
"234","703","9","12","2","0.635973","Medium"
"033","440","523","58","12","0.635945","Medium"
"110","527","6","63","2","0.635939","Medium"
"171","905","29","13","2","0.635595","Medium"
"016","175","49","27","4","0.635476","Medium"
"500","572","24","6","2","0.635417","Medium"
"004","346","99","6","2","0.63535","Medium"
"260","495","8","30","3","0.635338","Medium"
"033","540","523","22","6","0.635295","Medium"
"742","832","57","45","8","0.635291","Medium"
"590","697","228","10","3","0.63527","Medium"
"592","742","11","57","2","0.63498","Medium"
"527","592","63","11","2","0.63496","Medium"
"125","530","59","19","8","0.634953","Medium"
"016","018","49","7","4","0.634898","Medium"
"016","844","49","14","5","0.634789","Medium"
"137","413","16","57","2","0.634739","Medium"
"347","703","10","12","2","0.634663","Medium"
"005","323","49","7","2","0.634591","Medium"
"130","226","16","41","4","0.634543","Medium"
"032","353","588","10","3","0.634522","Medium"
"390","592","290","11","3","0.634441","Medium"
"556","592","11","11","2","0.634417","Medium"
"354","832","15","45","5","0.634392","Medium"
"511","592","12","11","2","0.634335","Medium"
"603","717","7","55","2","0.634335","Medium"
"215","717","11","55","4","0.634303","Medium"
"036","440","8","58","5","0.63415","Medium"
"260","605","8","15","3","0.63414","Medium"
"556","861","11","272","2","0.634075","Medium"
"031","791","258","6","6","0.634044","Medium"
"165","540","31","22","3","0.634006","Medium"
"241","790","12","55","5","0.633929","Medium"
"540","806","22","135","4","0.63389","Medium"
"360","702","12","10","4","0.633866","Medium"
"004","545","99","10","2","0.633827","Medium"
"032","382","588","21","11","0.633655","Medium"
"064","804","14","8","2","0.633553","Medium"
"221","370","6","10","2","0.633553","Medium"
"777","821","7","14","2","0.633518","Medium"
"368","930","120","8","3","0.633415","Medium"
"215","740","11","1928","6","0.633365","Medium"
"371","518","11","7","2","0.633333","Medium"
"511","540","12","22","2","0.633331","Medium"
"013","408","50","9","5","0.633297","Medium"
"232","400","10","502","4","0.633288","Medium"
"091","234","28","9","2","0.633287","Medium"
"515","808","18","8","2","0.633174","Medium"
"019","820","6","244","3","0.633115","Medium"
"004","697","99","10","3","0.633049","Medium"
"632","877","32","22","2","0.632997","Medium"
"091","501","28","31","2","0.632995","Medium"
"515","527","18","63","3","0.632981","Medium"
"007","923","6","45","2","0.632944","Medium"
"091","550","28","124","6","0.632925","Medium"
"408","824","9","32","3","0.632851","Medium"
"090","842","195","5","2","0.632772","Medium"
"137","221","16","6","3","0.632746","Medium"
"031","792","258","13","6","0.6327","Medium"
"519","904","17","64","5","0.632657","Medium"
"520","790","321","55","9","0.632648","Medium"
"511","742","12","57","3","0.632587","Medium"
"032","592","588","11","6","0.632475","Medium"
"031","347","258","10","2","0.632471","Medium"
"139","221","5","6","3","0.632456","Medium"
"392","747","6","7","3","0.632456","Medium"
"600","871","5","5","3","0.632456","Medium"
"697","871","10","5","3","0.632456","Medium"
"851","871","7","5","3","0.632456","Medium"
"006","880","7","11","2","0.632456","Medium"
"007","101","6","8","2","0.632456","Medium"
"014","027","8","6","2","0.632456","Medium"
"014","028","8","5","2","0.632456","Medium"
"019","744","6","5","2","0.632456","Medium"
"110","702","6","10","2","0.632456","Medium"
"136","159","13","6","2","0.632456","Medium"
"221","637","6","5","2","0.632456","Medium"
"285","456","5","6","2","0.632456","Medium"
"370","625","10","11","2","0.632456","Medium"
"702","849","10","8","2","0.632456","Medium"
"032","687","588","5","3","0.632417","Medium"
"031","411","258","11","3","0.632337","Medium"
"098","806","10","135","3","0.632326","Medium"
"176","455","217","46","11","0.6323","Medium"
"034","110","184","6","2","0.63222","Medium"
"154","368","45","120","8","0.63211","Medium"
"236","749","26","6","2","0.632086","Medium"
"806","905","135","13","2","0.632068","Medium"
"103","760","5","134","5","0.632062","Medium"
"413","456","57","6","2","0.632059","Medium"
"503","803","82","134","11","0.632053","Medium"
"139","832","5","45","3","0.632026","Medium"
"411","556","11","11","3","0.632026","Medium"
"317","511","13","12","2","0.632026","Medium"
"101","877","8","22","2","0.632022","Medium"
"006","034","7","184","3","0.631826","Medium"
"519","564","17","6","2","0.631676","Medium"
"176","540","217","22","4","0.631609","Medium"
"235","880","250","11","2","0.631538","Medium"
"790","808","55","8","2","0.631289","Medium"
"554","803","15","134","5","0.631257","Medium"
"104","519","26","17","3","0.631146","Medium"
"411","416","11","57","2","0.630952","Medium"
"158","159","39","6","2","0.630933","Medium"
"139","749","5","6","2","0.630893","Medium"
"104","920","26","153","5","0.630885","Medium"
"125","139","59","5","4","0.630845","Medium"
"125","710","59","5","4","0.630845","Medium"
"125","235","59","250","13","0.630833","Medium"
"032","530","588","19","10","0.630617","Medium"
"104","817","26","221","4","0.630596","Medium"
"137","515","16","18","2","0.630593","Medium"
"175","190","27","11","2","0.630488","Medium"
"098","323","10","7","2","0.630478","Medium"
"215","480","11","42","2","0.630452","Medium"
"032","832","588","45","14","0.630438","Medium"
"004","540","99","22","4","0.630345","Medium"
"519","877","17","22","2","0.630286","Medium"
"260","817","8","221","3","0.630228","Medium"
"140","702","110","10","5","0.630158","Medium"
"100","636","134","22","2","0.630136","Medium"
"411","426","11","7","2","0.630126","Medium"
"233","380","192","8","4","0.630119","Medium"
"617","804","77","8","3","0.630087","Medium"
"015","354","8","15","4","0.630062","Medium"
"005","692","49","77","4","0.629996","Medium"
"005","920","49","153","7","0.629984","Medium"
"388","554","59","15","6","0.629941","Medium"
"175","518","27","7","3","0.629941","Medium"
"049","637","6","5","2","0.629941","Medium"
"352","380","5","8","2","0.629941","Medium"
"564","637","6","5","2","0.629941","Medium"
"232","621","10","22","3","0.629866","Medium"
"215","792","11","13","3","0.629724","Medium"
"540","840","22","132","6","0.629716","Medium"
"527","942","63","10","2","0.629547","Medium"
"540","692","22","77","3","0.629456","Medium"
"156","236","107","26","6","0.629452","Medium"
"803","831","134","18","7","0.629451","Medium"
"007","792","6","13","2","0.629441","Medium"
"190","219","11","7","2","0.629441","Medium"
"005","530","49","19","4","0.629253","Medium"
"400","592","502","11","4","0.629165","Medium"
"137","790","16","55","3","0.629077","Medium"
"019","495","6","30","2","0.629057","Medium"
"049","354","6","15","3","0.628971","Medium"
"353","354","10","15","3","0.628971","Medium"
"005","817","49","221","4","0.628906","Medium"
"279","416","5","57","2","0.628899","Medium"
"426","520","7","321","2","0.628873","Medium"
"137","370","16","10","2","0.628828","Medium"
"066","556","18","11","2","0.628695","Medium"
"098","880","10","11","2","0.628587","Medium"
"016","104","49","26","5","0.628534","Medium"
"098","125","10","59","3","0.628407","Medium"
"110","236","6","26","2","0.628379","Medium"
"091","137","28","16","2","0.628293","Medium"
"104","234","26","9","2","0.628284","Medium"
"032","260","588","8","5","0.628187","Medium"
"003","072","259","15","7","0.628137","Medium"
"049","231","6","95","4","0.628093","Medium"
"016","540","49","22","4","0.628092","Medium"
"066","831","18","18","3","0.628055","Medium"
"005","354","49","15","5","0.628052","Medium"
"540","617","22","77","5","0.62801","Medium"
"554","717","15","55","4","0.62796","Medium"
"236","411","26","11","3","0.627914","Medium"
"033","413","523","57","8","0.627855","Medium"
"215","679","11","19","2","0.627765","Medium"
"158","740","39","1928","13","0.627671","Medium"
"090","156","195","107","4","0.627658","Medium"
"440","637","58","5","3","0.627646","Medium"
"175","920","27","153","6","0.627633","Medium"
"032","391","588","10","4","0.62758","Medium"
"540","930","22","8","2","0.62757","Medium"
"317","832","13","45","3","0.627555","Medium"
"098","503","10","82","3","0.627461","Medium"
"803","838","134","19","12","0.627423","Medium"
"337","388","14","59","2","0.627386","Medium"
"100","717","134","55","8","0.627324","Medium"
"072","233","15","192","5","0.627314","Medium"
"411","480","11","42","2","0.62725","Medium"
"231","416","95","57","7","0.627185","Medium"
"336","900","11","112","3","0.627174","Medium"
"048","798","18","151","3","0.627169","Medium"
"034","371","184","11","2","0.627162","Medium"
"621","892","22","90","5","0.627139","Medium"
"136","892","13","90","5","0.627125","Medium"
"027","171","6","29","2","0.62706","Medium"
"028","171","5","29","2","0.62706","Medium"
"019","503","6","82","2","0.627022","Medium"
"234","892","9","90","3","0.626962","Medium"
"416","603","57","7","4","0.626953","Medium"
"368","749","120","6","2","0.626935","Medium"
"752","792","53","13","2","0.626888","Medium"
"066","634","18","5","2","0.626783","Medium"
"004","491","99","18","2","0.62678","Medium"
"014","491","8","18","3","0.626703","Medium"
"798","923","151","45","10","0.6267","Medium"
"006","190","7","11","2","0.626628","Medium"
"190","456","11","6","2","0.626628","Medium"
"556","821","11","14","2","0.626628","Medium"
"032","692","588","77","11","0.626549","Medium"
"388","440","59","58","10","0.626525","Medium"
"155","158","8","39","2","0.626508","Medium"
"285","853","5","11","2","0.626411","Medium"
"151","892","94","90","11","0.626321","Medium"
"090","527","195","63","4","0.626258","Medium"
"140","530","110","19","6","0.626256","Medium"
"540","550","22","124","6","0.626229","Medium"
"531","803","5","134","5","0.626219","Medium"
"032","634","588","5","2","0.626104","Medium"
"104","352","26","5","3","0.626099","Medium"
"392","515","6","18","2","0.626099","Medium"
"702","942","10","10","2","0.626099","Medium"
"803","820","134","244","20","0.626094","Medium"
"015","098","8","10","2","0.626088","Medium"
"098","360","10","12","2","0.626088","Medium"
"621","832","22","45","6","0.625943","Medium"
"034","942","184","10","2","0.625865","Medium"
"027","820","6","244","2","0.625838","Medium"
"028","820","5","244","2","0.625838","Medium"
"740","777","1928","7","2","0.625834","Medium"
"250","440","9","58","5","0.625819","Medium"
"003","013","259","50","10","0.625706","Medium"
"564","798","6","151","4","0.625637","Medium"
"067","798","8","151","2","0.625637","Medium"
"416","905","57","13","2","0.625576","Medium"
"139","190","5","11","3","0.625543","Medium"
"027","190","6","11","2","0.625543","Medium"
"028","190","5","11","2","0.625543","Medium"
"110","190","6","11","2","0.625543","Medium"
"190","201","11","5","2","0.625543","Medium"
"234","832","9","45","2","0.625543","Medium"
"416","518","57","7","3","0.625463","Medium"
"155","411","8","11","2","0.625463","Medium"
"003","391","259","10","4","0.625421","Medium"
"740","892","1928","90","19","0.625351","Medium"
"140","352","110","5","3","0.625172","Medium"
"140","849","110","8","2","0.625172","Medium"
"480","545","42","10","3","0.625127","Medium"
"006","530","7","19","3","0.625","Medium"
"036","416","8","57","3","0.625","Medium"
"232","411","10","11","3","0.625","Medium"
"456","821","6","14","3","0.625","Medium"
"006","242","7","6","2","0.625","Medium"
"006","456","7","6","2","0.625","Medium"
"006","697","7","10","2","0.625","Medium"
"006","747","7","7","2","0.625","Medium"
"006","851","7","7","2","0.625","Medium"
"036","745","8","36","2","0.625","Medium"
"221","927","6","11","2","0.625","Medium"
"013","808","50","8","2","0.624964","Medium"
"285","545","5","10","2","0.624932","Medium"
"545","625","10","11","2","0.624932","Medium"
"368","527","120","63","7","0.624923","Medium"
"317","742","13","57","2","0.624778","Medium"
"564","900","6","112","4","0.624695","Medium"
"033","370","523","10","4","0.624577","Medium"
"049","605","6","15","3","0.624559","Medium"
"005","137","49","16","3","0.624371","Medium"
"016","139","49","5","3","0.62437","Medium"
"091","480","28","42","4","0.624369","Medium"
"190","831","11","18","2","0.624364","Medium"
"005","360","49","12","2","0.624318","Medium"
"034","104","184","26","3","0.624284","Medium"
"171","545","29","10","2","0.624255","Medium"
